month_date,state,maker,powertrain,registrations
2026-06-01,Dadra and Nagar Haveli and Daman and Diu,JSW MG MOTOR INDIA PVT LTD,Electric (EV),1
2026-06-01,Dadra and Nagar Haveli and Daman and Diu,KIA INDIA PRIVATE LIMITED,Electric (EV),1
2026-02-01,Dadra and Nagar Haveli and Daman and Diu,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),3
2026-03-01,Dadra and Nagar Haveli and Daman and Diu,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),3
2026-04-01,Dadra and Nagar Haveli and Daman and Diu,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),2
2026-05-01,Dadra and Nagar Haveli and Daman and Diu,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),1
2026-03-01,Dadra and Nagar Haveli and Daman and Diu,MARUTI SUZUKI INDIA LTD,Electric (EV),1
2026-06-01,Dadra and Nagar Haveli and Daman and Diu,MARUTI SUZUKI INDIA LTD,Electric (EV),1
2026-01-01,Dadra and Nagar Haveli and Daman and Diu,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),3
2026-02-01,Dadra and Nagar Haveli and Daman and Diu,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),2
2026-03-01,Dadra and Nagar Haveli and Daman and Diu,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),1
2026-04-01,Dadra and Nagar Haveli and Daman and Diu,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),1
2026-05-01,Dadra and Nagar Haveli and Daman and Diu,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),5
2026-06-01,Dadra and Nagar Haveli and Daman and Diu,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),3
2026-06-01,Dadra and Nagar Haveli and Daman and Diu,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),1
2026-05-01,Dadra and Nagar Haveli and Daman and Diu,VINFAST AUTO INDIA PVT LTD,Electric (EV),1
2026-06-01,Dadra and Nagar Haveli and Daman and Diu,VINFAST AUTO INDIA PVT LTD,Electric (EV),2
2026-01-01,Delhi,BMW INDIA PVT LTD,Electric (EV),84
2026-02-01,Delhi,BMW INDIA PVT LTD,Electric (EV),48
2026-03-01,Delhi,BMW INDIA PVT LTD,Electric (EV),87
2026-04-01,Delhi,BMW INDIA PVT LTD,Electric (EV),47
2026-05-01,Delhi,BMW INDIA PVT LTD,Electric (EV),60
2026-06-01,Delhi,BMW INDIA PVT LTD,Electric (EV),50
2026-01-01,Delhi,BYD INDIA PRIVATE LIMITED,Electric (EV),51
2026-02-01,Delhi,BYD INDIA PRIVATE LIMITED,Electric (EV),51
2026-03-01,Delhi,BYD INDIA PRIVATE LIMITED,Electric (EV),92
2026-04-01,Delhi,BYD INDIA PRIVATE LIMITED,Electric (EV),77
2026-05-01,Delhi,BYD INDIA PRIVATE LIMITED,Electric (EV),147
2026-06-01,Delhi,BYD INDIA PRIVATE LIMITED,Electric (EV),51
2026-01-01,Delhi,HYUNDAI MOTOR INDIA LTD,Electric (EV),31
2026-02-01,Delhi,HYUNDAI MOTOR INDIA LTD,Electric (EV),28
2026-03-01,Delhi,HYUNDAI MOTOR INDIA LTD,Electric (EV),43
2026-04-01,Delhi,HYUNDAI MOTOR INDIA LTD,Electric (EV),43
2026-05-01,Delhi,HYUNDAI MOTOR INDIA LTD,Electric (EV),35
2026-06-01,Delhi,HYUNDAI MOTOR INDIA LTD,Electric (EV),19
2026-01-01,Delhi,JSW MG MOTOR INDIA PVT LTD,Electric (EV),565
2026-02-01,Delhi,JSW MG MOTOR INDIA PVT LTD,Electric (EV),383
2026-03-01,Delhi,JSW MG MOTOR INDIA PVT LTD,Electric (EV),572
2026-04-01,Delhi,JSW MG MOTOR INDIA PVT LTD,Electric (EV),487
2026-05-01,Delhi,JSW MG MOTOR INDIA PVT LTD,Electric (EV),528
2026-06-01,Delhi,JSW MG MOTOR INDIA PVT LTD,Electric (EV),306
2026-01-01,Delhi,KIA INDIA PRIVATE LIMITED,Electric (EV),41
2026-02-01,Delhi,KIA INDIA PRIVATE LIMITED,Electric (EV),28
2026-03-01,Delhi,KIA INDIA PRIVATE LIMITED,Electric (EV),31
2026-04-01,Delhi,KIA INDIA PRIVATE LIMITED,Electric (EV),36
2026-05-01,Delhi,KIA INDIA PRIVATE LIMITED,Electric (EV),23
2026-06-01,Delhi,KIA INDIA PRIVATE LIMITED,Electric (EV),13
2026-01-01,Delhi,MAHINDRA & MAHINDRA LIMITED,Electric (EV),43
2026-02-01,Delhi,MAHINDRA & MAHINDRA LIMITED,Electric (EV),8
2026-03-01,Delhi,MAHINDRA & MAHINDRA LIMITED,Electric (EV),1
2026-04-01,Delhi,MAHINDRA & MAHINDRA LIMITED,Electric (EV),9
2026-05-01,Delhi,MAHINDRA & MAHINDRA LIMITED,Electric (EV),13
2026-06-01,Delhi,MAHINDRA & MAHINDRA LIMITED,Electric (EV),16
2026-01-01,Delhi,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),425
2026-02-01,Delhi,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),351
2026-03-01,Delhi,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),598
2026-04-01,Delhi,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),433
2026-05-01,Delhi,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),585
2026-06-01,Delhi,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),306
2026-01-01,Delhi,MARUTI SUZUKI INDIA LTD,Electric (EV),13
2026-02-01,Delhi,MARUTI SUZUKI INDIA LTD,Electric (EV),12
2026-03-01,Delhi,MARUTI SUZUKI INDIA LTD,Electric (EV),97
2026-04-01,Delhi,MARUTI SUZUKI INDIA LTD,Electric (EV),101
2026-05-01,Delhi,MARUTI SUZUKI INDIA LTD,Electric (EV),142
2026-06-01,Delhi,MARUTI SUZUKI INDIA LTD,Electric (EV),83
2026-01-01,Delhi,MERCEDES-BENZ AG,Electric (EV),2
2026-02-01,Delhi,MERCEDES-BENZ AG,Electric (EV),4
2026-03-01,Delhi,MERCEDES-BENZ AG,Electric (EV),8
2026-04-01,Delhi,MERCEDES-BENZ AG,Electric (EV),3
2026-05-01,Delhi,MERCEDES-BENZ AG,Electric (EV),18
2026-06-01,Delhi,MERCEDES-BENZ AG,Electric (EV),6
2026-01-01,Delhi,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),4
2026-02-01,Delhi,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),9
2026-03-01,Delhi,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),4
2026-04-01,Delhi,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),9
2026-05-01,Delhi,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),2
2026-06-01,Delhi,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),5
2026-02-01,Delhi,PORSCHE AG GERMANY,Electric (EV),1
2026-03-01,Delhi,PORSCHE AG GERMANY,Electric (EV),1
2026-06-01,Delhi,PORSCHE AG GERMANY,Electric (EV),1
2026-01-01,Delhi,ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),Electric (EV),2
2026-02-01,Delhi,ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),Electric (EV),1
2026-03-01,Delhi,STELLANTIS AUTOMOBILES INDIA PVT LTD,Electric (EV),1
2026-01-01,Delhi,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),434
2026-02-01,Delhi,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),339
2026-03-01,Delhi,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),565
2026-04-01,Delhi,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),465
2026-05-01,Delhi,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),580
2026-06-01,Delhi,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),298
2026-01-01,Delhi,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),6
2026-02-01,Delhi,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),3
2026-03-01,Delhi,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),10
2026-04-01,Delhi,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),8
2026-05-01,Delhi,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),12
2026-06-01,Delhi,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),5
2026-01-01,Delhi,VINFAST AUTO INDIA PVT LTD,Electric (EV),54
2026-02-01,Delhi,VINFAST AUTO INDIA PVT LTD,Electric (EV),62
2026-03-01,Delhi,VINFAST AUTO INDIA PVT LTD,Electric (EV),84
2026-04-01,Delhi,VINFAST AUTO INDIA PVT LTD,Electric (EV),99
2026-05-01,Delhi,VINFAST AUTO INDIA PVT LTD,Electric (EV),93
2026-06-01,Delhi,VINFAST AUTO INDIA PVT LTD,Electric (EV),68
2026-01-01,Delhi,VOLVO AUTO INDIA PVT LTD,Electric (EV),2
2026-02-01,Delhi,VOLVO AUTO INDIA PVT LTD,Electric (EV),3
2026-03-01,Delhi,VOLVO AUTO INDIA PVT LTD,Electric (EV),2
2026-04-01,Delhi,VOLVO AUTO INDIA PVT LTD,Electric (EV),5
2026-05-01,Delhi,VOLVO AUTO INDIA PVT LTD,Electric (EV),3
2026-06-01,Delhi,VOLVO AUTO INDIA PVT LTD,Electric (EV),5
2026-02-01,Delhi,WUHAN LOTUS (IMPORTER: EXCLUSIVE MOTORS PVT LTD),Electric (EV),1
2026-06-01,Delhi,WUHAN LOTUS (IMPORTER: EXCLUSIVE MOTORS PVT LTD),Electric (EV),1
2026-02-01,Goa,BMW INDIA PVT LTD,Electric (EV),1
2026-03-01,Goa,BMW INDIA PVT LTD,Electric (EV),5
2026-04-01,Goa,BMW INDIA PVT LTD,Electric (EV),1
2026-05-01,Goa,BMW INDIA PVT LTD,Electric (EV),1
2026-02-01,Goa,BYD INDIA PRIVATE LIMITED,Electric (EV),3
2026-03-01,Goa,BYD INDIA PRIVATE LIMITED,Electric (EV),2
2026-04-01,Goa,BYD INDIA PRIVATE LIMITED,Electric (EV),2
2026-05-01,Goa,BYD INDIA PRIVATE LIMITED,Electric (EV),4
2026-06-01,Goa,BYD INDIA PRIVATE LIMITED,Electric (EV),3
2026-01-01,Goa,HYUNDAI MOTOR INDIA LTD,Electric (EV),4
2026-02-01,Goa,HYUNDAI MOTOR INDIA LTD,Electric (EV),3
2026-03-01,Goa,HYUNDAI MOTOR INDIA LTD,Electric (EV),8
2026-04-01,Goa,HYUNDAI MOTOR INDIA LTD,Electric (EV),8
2026-05-01,Goa,HYUNDAI MOTOR INDIA LTD,Electric (EV),8
2026-06-01,Goa,HYUNDAI MOTOR INDIA LTD,Electric (EV),2
2026-01-01,Goa,JSW MG MOTOR INDIA PVT LTD,Electric (EV),30
2026-02-01,Goa,JSW MG MOTOR INDIA PVT LTD,Electric (EV),28
2026-03-01,Goa,JSW MG MOTOR INDIA PVT LTD,Electric (EV),37
2026-04-01,Goa,JSW MG MOTOR INDIA PVT LTD,Electric (EV),41
2026-05-01,Goa,JSW MG MOTOR INDIA PVT LTD,Electric (EV),37
2026-06-01,Goa,JSW MG MOTOR INDIA PVT LTD,Electric (EV),22
2026-01-01,Goa,KIA INDIA PRIVATE LIMITED,Electric (EV),2
2026-02-01,Goa,KIA INDIA PRIVATE LIMITED,Electric (EV),2
2026-03-01,Goa,KIA INDIA PRIVATE LIMITED,Electric (EV),9
2026-04-01,Goa,KIA INDIA PRIVATE LIMITED,Electric (EV),3
2026-05-01,Goa,KIA INDIA PRIVATE LIMITED,Electric (EV),2
2026-06-01,Goa,KIA INDIA PRIVATE LIMITED,Electric (EV),2
2026-01-01,Goa,MAHINDRA & MAHINDRA LIMITED,Electric (EV),1
2026-03-01,Goa,MAHINDRA & MAHINDRA LIMITED,Electric (EV),1
2026-05-01,Goa,MAHINDRA & MAHINDRA LIMITED,Electric (EV),3
2026-06-01,Goa,MAHINDRA & MAHINDRA LIMITED,Electric (EV),2
2026-01-01,Goa,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),16
2026-02-01,Goa,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),18
2026-03-01,Goa,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),38
2026-04-01,Goa,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),29
2026-05-01,Goa,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),29
2026-06-01,Goa,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),11
2026-01-01,Goa,MARUTI SUZUKI INDIA LTD,Electric (EV),2
2026-03-01,Goa,MARUTI SUZUKI INDIA LTD,Electric (EV),12
2026-04-01,Goa,MARUTI SUZUKI INDIA LTD,Electric (EV),17
2026-05-01,Goa,MARUTI SUZUKI INDIA LTD,Electric (EV),15
2026-06-01,Goa,MARUTI SUZUKI INDIA LTD,Electric (EV),12
2026-04-01,Goa,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),1
2026-04-01,Goa,PORSCHE AG GERMANY,Electric (EV),1
2026-01-01,Goa,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),81
2026-02-01,Goa,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),64
2026-03-01,Goa,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),88
2026-04-01,Goa,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),113
2026-05-01,Goa,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),118
2026-06-01,Goa,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),55
2026-03-01,Goa,VINFAST AUTO INDIA PVT LTD,Electric (EV),1
2026-06-01,Goa,VINFAST AUTO INDIA PVT LTD,Electric (EV),1
2026-01-01,Goa,VOLVO AUTO INDIA PVT LTD,Electric (EV),1
2026-01-01,Gujarat,BMW INDIA PVT LTD,Electric (EV),28
2026-02-01,Gujarat,BMW INDIA PVT LTD,Electric (EV),17
2026-03-01,Gujarat,BMW INDIA PVT LTD,Electric (EV),50
2026-04-01,Gujarat,BMW INDIA PVT LTD,Electric (EV),22
2026-05-01,Gujarat,BMW INDIA PVT LTD,Electric (EV),27
2026-06-01,Gujarat,BMW INDIA PVT LTD,Electric (EV),16
2026-01-01,Gujarat,BYD INDIA PRIVATE LIMITED,Electric (EV),17
2026-02-01,Gujarat,BYD INDIA PRIVATE LIMITED,Electric (EV),28
2026-03-01,Gujarat,BYD INDIA PRIVATE LIMITED,Electric (EV),42
2026-04-01,Gujarat,BYD INDIA PRIVATE LIMITED,Electric (EV),32
2026-05-01,Gujarat,BYD INDIA PRIVATE LIMITED,Electric (EV),58
2026-06-01,Gujarat,BYD INDIA PRIVATE LIMITED,Electric (EV),46
2026-01-01,Gujarat,HYUNDAI MOTOR INDIA LTD,Electric (EV),24
2026-02-01,Gujarat,HYUNDAI MOTOR INDIA LTD,Electric (EV),16
2026-03-01,Gujarat,HYUNDAI MOTOR INDIA LTD,Electric (EV),50
2026-04-01,Gujarat,HYUNDAI MOTOR INDIA LTD,Electric (EV),40
2026-05-01,Gujarat,HYUNDAI MOTOR INDIA LTD,Electric (EV),32
2026-06-01,Gujarat,HYUNDAI MOTOR INDIA LTD,Electric (EV),22
2026-01-01,Gujarat,JSW MG MOTOR INDIA PVT LTD,Electric (EV),395
2026-02-01,Gujarat,JSW MG MOTOR INDIA PVT LTD,Electric (EV),253
2026-03-01,Gujarat,JSW MG MOTOR INDIA PVT LTD,Electric (EV),531
2026-04-01,Gujarat,JSW MG MOTOR INDIA PVT LTD,Electric (EV),526
2026-05-01,Gujarat,JSW MG MOTOR INDIA PVT LTD,Electric (EV),340
2026-06-01,Gujarat,JSW MG MOTOR INDIA PVT LTD,Electric (EV),217
2026-01-01,Gujarat,KIA INDIA PRIVATE LIMITED,Electric (EV),13
2026-02-01,Gujarat,KIA INDIA PRIVATE LIMITED,Electric (EV),19
2026-03-01,Gujarat,KIA INDIA PRIVATE LIMITED,Electric (EV),26
2026-04-01,Gujarat,KIA INDIA PRIVATE LIMITED,Electric (EV),17
2026-05-01,Gujarat,KIA INDIA PRIVATE LIMITED,Electric (EV),14
2026-06-01,Gujarat,KIA INDIA PRIVATE LIMITED,Electric (EV),8
2026-01-01,Gujarat,MAHINDRA & MAHINDRA LIMITED,Electric (EV),7
2026-03-01,Gujarat,MAHINDRA & MAHINDRA LIMITED,Electric (EV),4
2026-04-01,Gujarat,MAHINDRA & MAHINDRA LIMITED,Electric (EV),8
2026-05-01,Gujarat,MAHINDRA & MAHINDRA LIMITED,Electric (EV),17
2026-06-01,Gujarat,MAHINDRA & MAHINDRA LIMITED,Electric (EV),27
2026-01-01,Gujarat,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),320
2026-02-01,Gujarat,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),286
2026-03-01,Gujarat,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),664
2026-04-01,Gujarat,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),579
2026-05-01,Gujarat,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),520
2026-06-01,Gujarat,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),484
2026-01-01,Gujarat,MARUTI SUZUKI INDIA LTD,Electric (EV),15
2026-02-01,Gujarat,MARUTI SUZUKI INDIA LTD,Electric (EV),23
2026-03-01,Gujarat,MARUTI SUZUKI INDIA LTD,Electric (EV),99
2026-04-01,Gujarat,MARUTI SUZUKI INDIA LTD,Electric (EV),74
2026-05-01,Gujarat,MARUTI SUZUKI INDIA LTD,Electric (EV),105
2026-06-01,Gujarat,MARUTI SUZUKI INDIA LTD,Electric (EV),69
2026-01-01,Gujarat,MERCEDES-BENZ AG,Electric (EV),2
2026-02-01,Gujarat,MERCEDES-BENZ AG,Electric (EV),3
2026-03-01,Gujarat,MERCEDES-BENZ AG,Electric (EV),1
2026-04-01,Gujarat,MERCEDES-BENZ AG,Electric (EV),5
2026-05-01,Gujarat,MERCEDES-BENZ AG,Electric (EV),6
2026-06-01,Gujarat,MERCEDES-BENZ AG,Electric (EV),10
2026-01-01,Gujarat,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),3
2026-02-01,Gujarat,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),6
2026-03-01,Gujarat,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),14
2026-04-01,Gujarat,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),10
2026-05-01,Gujarat,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),2
2026-06-01,Gujarat,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),2
2026-01-01,Gujarat,PORSCHE AG GERMANY,Electric (EV),1
2026-05-01,Gujarat,PORSCHE AG GERMANY,Electric (EV),1
2026-01-01,Gujarat,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),442
2026-02-01,Gujarat,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),318
2026-03-01,Gujarat,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),565
2026-04-01,Gujarat,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),549
2026-05-01,Gujarat,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),530
2026-06-01,Gujarat,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),379
2026-02-01,Gujarat,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),1
2026-03-01,Gujarat,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),5
2026-04-01,Gujarat,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),3
2026-05-01,Gujarat,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),1
2026-06-01,Gujarat,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),2
2026-01-01,Gujarat,VINFAST AUTO INDIA PVT LTD,Electric (EV),49
2026-02-01,Gujarat,VINFAST AUTO INDIA PVT LTD,Electric (EV),65
2026-03-01,Gujarat,VINFAST AUTO INDIA PVT LTD,Electric (EV),130
2026-04-01,Gujarat,VINFAST AUTO INDIA PVT LTD,Electric (EV),124
2026-05-01,Gujarat,VINFAST AUTO INDIA PVT LTD,Electric (EV),111
2026-06-01,Gujarat,VINFAST AUTO INDIA PVT LTD,Electric (EV),110
2026-01-01,Gujarat,VOLVO AUTO INDIA PVT LTD,Electric (EV),5
2026-02-01,Gujarat,VOLVO AUTO INDIA PVT LTD,Electric (EV),2
2026-03-01,Gujarat,VOLVO AUTO INDIA PVT LTD,Electric (EV),1
2026-04-01,Gujarat,VOLVO AUTO INDIA PVT LTD,Electric (EV),6
2026-05-01,Gujarat,VOLVO AUTO INDIA PVT LTD,Electric (EV),2
2026-06-01,Gujarat,VOLVO AUTO INDIA PVT LTD,Electric (EV),4
2026-01-01,Gujarat,VYOMEV MOTORS PVT LTD,Electric (EV),1
2026-06-01,Haryana,ATHER ENERGY LTD,Electric (EV),1
2026-02-01,Haryana,BMW INDIA PVT LTD,Electric (EV),1
2026-03-01,Haryana,BMW INDIA PVT LTD,Electric (EV),3
2026-04-01,Haryana,BMW INDIA PVT LTD,Electric (EV),3
2026-05-01,Haryana,BMW INDIA PVT LTD,Electric (EV),3
2026-01-01,Haryana,BYD INDIA PRIVATE LIMITED,Electric (EV),1
2026-02-01,Haryana,BYD INDIA PRIVATE LIMITED,Electric (EV),3
2026-03-01,Haryana,BYD INDIA PRIVATE LIMITED,Electric (EV),9
2026-04-01,Haryana,BYD INDIA PRIVATE LIMITED,Electric (EV),3
2026-05-01,Haryana,BYD INDIA PRIVATE LIMITED,Electric (EV),4
2026-06-01,Haryana,BYD INDIA PRIVATE LIMITED,Electric (EV),3
2026-01-01,Haryana,HYUNDAI MOTOR INDIA LTD,Electric (EV),2
2026-02-01,Haryana,HYUNDAI MOTOR INDIA LTD,Electric (EV),6
2026-03-01,Haryana,HYUNDAI MOTOR INDIA LTD,Electric (EV),3
2026-04-01,Haryana,HYUNDAI MOTOR INDIA LTD,Electric (EV),5
2026-05-01,Haryana,HYUNDAI MOTOR INDIA LTD,Electric (EV),3
2026-06-01,Haryana,HYUNDAI MOTOR INDIA LTD,Electric (EV),1
2026-01-01,Haryana,JSW MG MOTOR INDIA PVT LTD,Electric (EV),22
2026-02-01,Haryana,JSW MG MOTOR INDIA PVT LTD,Electric (EV),27
2026-03-01,Haryana,JSW MG MOTOR INDIA PVT LTD,Electric (EV),25
2026-04-01,Haryana,JSW MG MOTOR INDIA PVT LTD,Electric (EV),26
2026-05-01,Haryana,JSW MG MOTOR INDIA PVT LTD,Electric (EV),24
2026-06-01,Haryana,JSW MG MOTOR INDIA PVT LTD,Electric (EV),12
2026-01-01,Haryana,KIA INDIA PRIVATE LIMITED,Electric (EV),1
2026-02-01,Haryana,KIA INDIA PRIVATE LIMITED,Electric (EV),2
2026-03-01,Haryana,KIA INDIA PRIVATE LIMITED,Electric (EV),4
2026-04-01,Haryana,KIA INDIA PRIVATE LIMITED,Electric (EV),1
2026-05-01,Haryana,KIA INDIA PRIVATE LIMITED,Electric (EV),1
2026-05-01,Haryana,MAHINDRA & MAHINDRA LIMITED,Electric (EV),1
2026-01-01,Haryana,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),21
2026-02-01,Haryana,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),9
2026-03-01,Haryana,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),13
2026-04-01,Haryana,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),25
2026-05-01,Haryana,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),30
2026-06-01,Haryana,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),10
2026-01-01,Haryana,MARUTI SUZUKI INDIA LTD,Electric (EV),16
2026-02-01,Haryana,MARUTI SUZUKI INDIA LTD,Electric (EV),11
2026-03-01,Haryana,MARUTI SUZUKI INDIA LTD,Electric (EV),10
2026-04-01,Haryana,MARUTI SUZUKI INDIA LTD,Electric (EV),27
2026-05-01,Haryana,MARUTI SUZUKI INDIA LTD,Electric (EV),6
2026-06-01,Haryana,MARUTI SUZUKI INDIA LTD,Electric (EV),3
2026-05-01,Haryana,MERCEDES-BENZ AG,Electric (EV),1
2026-02-01,Haryana,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),2
2026-03-01,Haryana,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),3
2026-04-01,Haryana,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),2
2026-05-01,Haryana,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),3
2026-01-01,Haryana,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),18
2026-02-01,Haryana,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),24
2026-03-01,Haryana,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),27
2026-04-01,Haryana,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),38
2026-05-01,Haryana,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),44
2026-06-01,Haryana,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),25
2026-01-01,Haryana,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),2
2026-04-01,Haryana,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),2
2026-05-01,Haryana,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),1
2026-03-01,Haryana,TI CLEAN MOBILITY PVT LTD,Electric (EV),2
2026-04-01,Haryana,TI CLEAN MOBILITY PVT LTD,Electric (EV),3
2026-01-01,Haryana,VINFAST AUTO INDIA PVT LTD,Electric (EV),3
2026-02-01,Haryana,VINFAST AUTO INDIA PVT LTD,Electric (EV),3
2026-03-01,Haryana,VINFAST AUTO INDIA PVT LTD,Electric (EV),4
2026-04-01,Haryana,VINFAST AUTO INDIA PVT LTD,Electric (EV),4
2026-05-01,Haryana,VINFAST AUTO INDIA PVT LTD,Electric (EV),4
2026-06-01,Haryana,VINFAST AUTO INDIA PVT LTD,Electric (EV),1
2026-06-01,Himachal Pradesh,BMW INDIA PVT LTD,Electric (EV),1
2026-01-01,Himachal Pradesh,BYD INDIA PRIVATE LIMITED,Electric (EV),1
2026-02-01,Himachal Pradesh,BYD INDIA PRIVATE LIMITED,Electric (EV),1
2026-03-01,Himachal Pradesh,BYD INDIA PRIVATE LIMITED,Electric (EV),1
2026-04-01,Himachal Pradesh,BYD INDIA PRIVATE LIMITED,Electric (EV),1
2026-05-01,Himachal Pradesh,BYD INDIA PRIVATE LIMITED,Electric (EV),3
2026-02-01,Himachal Pradesh,HYUNDAI MOTOR INDIA LTD,Electric (EV),1
2026-04-01,Himachal Pradesh,HYUNDAI MOTOR INDIA LTD,Electric (EV),1
2026-01-01,Himachal Pradesh,JSW MG MOTOR INDIA PVT LTD,Electric (EV),21
2026-02-01,Himachal Pradesh,JSW MG MOTOR INDIA PVT LTD,Electric (EV),7
2026-03-01,Himachal Pradesh,JSW MG MOTOR INDIA PVT LTD,Electric (EV),8
2026-04-01,Himachal Pradesh,JSW MG MOTOR INDIA PVT LTD,Electric (EV),14
2026-05-01,Himachal Pradesh,JSW MG MOTOR INDIA PVT LTD,Electric (EV),9
