month_date,state,maker,powertrain,registrations
2026-05-01,Jammu and Kashmir,ISUZU MOTORS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Jammu and Kashmir,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,1
2026-02-01,Jammu and Kashmir,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,1
2026-04-01,Jammu and Kashmir,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,1
2026-05-01,Jammu and Kashmir,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Jammu and Kashmir,JOHN DEERE INDIA PVT LTD(TRACTOR DEVISION),Petrol/Diesel/CNG/Hybrid,32
2026-02-01,Jammu and Kashmir,JOHN DEERE INDIA PVT LTD(TRACTOR DEVISION),Petrol/Diesel/CNG/Hybrid,22
2026-03-01,Jammu and Kashmir,JOHN DEERE INDIA PVT LTD(TRACTOR DEVISION),Petrol/Diesel/CNG/Hybrid,44
2026-04-01,Jammu and Kashmir,JOHN DEERE INDIA PVT LTD(TRACTOR DEVISION),Petrol/Diesel/CNG/Hybrid,46
2026-05-01,Jammu and Kashmir,JOHN DEERE INDIA PVT LTD(TRACTOR DEVISION),Petrol/Diesel/CNG/Hybrid,37
2026-06-01,Jammu and Kashmir,JOHN DEERE INDIA PVT LTD(TRACTOR DEVISION),Petrol/Diesel/CNG/Hybrid,19
2026-01-01,Jammu and Kashmir,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,10
2026-02-01,Jammu and Kashmir,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,7
2026-03-01,Jammu and Kashmir,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,7
2026-04-01,Jammu and Kashmir,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,5
2026-05-01,Jammu and Kashmir,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,5
2026-06-01,Jammu and Kashmir,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,4
2026-01-01,Jammu and Kashmir,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,195
2026-02-01,Jammu and Kashmir,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,164
2026-03-01,Jammu and Kashmir,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,194
2026-04-01,Jammu and Kashmir,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,182
2026-05-01,Jammu and Kashmir,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,182
2026-06-01,Jammu and Kashmir,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,61
2026-01-01,Jammu and Kashmir,KUBOTA AGRICULTURAL MACHINERY INDIA PVT.LTD,Petrol/Diesel/CNG/Hybrid,2
2026-02-01,Jammu and Kashmir,KUBOTA AGRICULTURAL MACHINERY INDIA PVT.LTD,Petrol/Diesel/CNG/Hybrid,2
2026-01-01,Jammu and Kashmir,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,835
2026-02-01,Jammu and Kashmir,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,750
2026-03-01,Jammu and Kashmir,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,1058
2026-04-01,Jammu and Kashmir,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,747
2026-05-01,Jammu and Kashmir,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,706
2026-06-01,Jammu and Kashmir,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,362
2026-01-01,Jammu and Kashmir,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),Petrol/Diesel/CNG/Hybrid,94
2026-02-01,Jammu and Kashmir,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),Petrol/Diesel/CNG/Hybrid,97
2026-03-01,Jammu and Kashmir,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),Petrol/Diesel/CNG/Hybrid,78
2026-04-01,Jammu and Kashmir,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),Petrol/Diesel/CNG/Hybrid,118
2026-05-01,Jammu and Kashmir,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),Petrol/Diesel/CNG/Hybrid,112
2026-06-01,Jammu and Kashmir,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),Petrol/Diesel/CNG/Hybrid,64
2026-01-01,Jammu and Kashmir,MAHINDRA & MAHINDRA LIMITED (TRACTOR),Petrol/Diesel/CNG/Hybrid,78
2026-02-01,Jammu and Kashmir,MAHINDRA & MAHINDRA LIMITED (TRACTOR),Petrol/Diesel/CNG/Hybrid,52
2026-03-01,Jammu and Kashmir,MAHINDRA & MAHINDRA LIMITED (TRACTOR),Petrol/Diesel/CNG/Hybrid,76
2026-04-01,Jammu and Kashmir,MAHINDRA & MAHINDRA LIMITED (TRACTOR),Petrol/Diesel/CNG/Hybrid,75
2026-05-01,Jammu and Kashmir,MAHINDRA & MAHINDRA LIMITED (TRACTOR),Petrol/Diesel/CNG/Hybrid,117
2026-06-01,Jammu and Kashmir,MAHINDRA & MAHINDRA LIMITED (TRACTOR),Petrol/Diesel/CNG/Hybrid,46
2026-01-01,Jammu and Kashmir,MAHINDRA DEFENCE SYSTEMS LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Jammu and Kashmir,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,4181
2026-02-01,Jammu and Kashmir,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,3094
2026-03-01,Jammu and Kashmir,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,3383
2026-04-01,Jammu and Kashmir,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,3223
2026-05-01,Jammu and Kashmir,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,3606
2026-06-01,Jammu and Kashmir,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,1964
2026-03-01,Jammu and Kashmir,MERCEDES-BENZ AG,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Jammu and Kashmir,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2
2026-02-01,Jammu and Kashmir,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,4
2026-03-01,Jammu and Kashmir,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,3
2026-04-01,Jammu and Kashmir,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,5
2026-05-01,Jammu and Kashmir,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Jammu and Kashmir,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,18
2026-02-01,Jammu and Kashmir,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,11
2026-03-01,Jammu and Kashmir,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,15
2026-04-01,Jammu and Kashmir,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,11
2026-05-01,Jammu and Kashmir,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,11
2026-06-01,Jammu and Kashmir,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,10
2026-02-01,Jammu and Kashmir,PREET TRACTORS PVT LTD,Petrol/Diesel/CNG/Hybrid,4
2026-03-01,Jammu and Kashmir,PREET TRACTORS PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-04-01,Jammu and Kashmir,PREET TRACTORS PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-05-01,Jammu and Kashmir,PREET TRACTORS PVT LTD,Petrol/Diesel/CNG/Hybrid,2
2026-01-01,Jammu and Kashmir,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,8
2026-02-01,Jammu and Kashmir,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,19
2026-03-01,Jammu and Kashmir,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,14
2026-04-01,Jammu and Kashmir,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,18
2026-05-01,Jammu and Kashmir,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,31
2026-06-01,Jammu and Kashmir,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,7
2026-01-01,Jammu and Kashmir,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,62
2026-02-01,Jammu and Kashmir,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,47
2026-03-01,Jammu and Kashmir,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,68
2026-04-01,Jammu and Kashmir,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,54
2026-05-01,Jammu and Kashmir,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,49
2026-06-01,Jammu and Kashmir,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,19
2026-01-01,Jammu and Kashmir,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,20
2026-02-01,Jammu and Kashmir,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,22
2026-03-01,Jammu and Kashmir,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,18
2026-04-01,Jammu and Kashmir,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,23
2026-05-01,Jammu and Kashmir,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,24
2026-06-01,Jammu and Kashmir,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,18
2026-01-01,Jammu and Kashmir,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-02-01,Jammu and Kashmir,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-03-01,Jammu and Kashmir,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,3
2026-06-01,Jammu and Kashmir,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Jammu and Kashmir,TAFE LIMITED,Petrol/Diesel/CNG/Hybrid,4
2026-02-01,Jammu and Kashmir,TAFE LIMITED,Petrol/Diesel/CNG/Hybrid,6
2026-03-01,Jammu and Kashmir,TAFE LIMITED,Petrol/Diesel/CNG/Hybrid,3
2026-04-01,Jammu and Kashmir,TAFE LIMITED,Petrol/Diesel/CNG/Hybrid,3
2026-05-01,Jammu and Kashmir,TAFE LIMITED,Petrol/Diesel/CNG/Hybrid,5
2026-01-01,Jammu and Kashmir,TATA MOTORS LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Jammu and Kashmir,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,233
2026-02-01,Jammu and Kashmir,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,396
2026-03-01,Jammu and Kashmir,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,391
2026-04-01,Jammu and Kashmir,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,325
2026-05-01,Jammu and Kashmir,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,239
2026-06-01,Jammu and Kashmir,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,98
2026-01-01,Jammu and Kashmir,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,103
2026-02-01,Jammu and Kashmir,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,115
2026-03-01,Jammu and Kashmir,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,154
2026-04-01,Jammu and Kashmir,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,133
2026-05-01,Jammu and Kashmir,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,146
2026-06-01,Jammu and Kashmir,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,85
2026-02-01,Jammu and Kashmir,V.S.T. TILLERS TRACTORS LIMITED,Petrol/Diesel/CNG/Hybrid,2
2026-03-01,Jammu and Kashmir,V.S.T. TILLERS TRACTORS LIMITED,Petrol/Diesel/CNG/Hybrid,2
2026-04-01,Jammu and Kashmir,V.S.T. TILLERS TRACTORS LIMITED,Petrol/Diesel/CNG/Hybrid,1
2026-05-01,Jammu and Kashmir,V.S.T. TILLERS TRACTORS LIMITED,Petrol/Diesel/CNG/Hybrid,2
2026-05-01,Jammu and Kashmir,VOLKSWAGEN AG,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Jharkhand,ASHOK LEYLAND LTD,Petrol/Diesel/CNG/Hybrid,1
2026-03-01,Jharkhand,AUDI AG,Petrol/Diesel/CNG/Hybrid,2
2026-06-01,Jharkhand,AUDI AG,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Jharkhand,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,10
2026-02-01,Jharkhand,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,18
2026-03-01,Jharkhand,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,12
2026-04-01,Jharkhand,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,14
2026-05-01,Jharkhand,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,15
2026-06-01,Jharkhand,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,6
2026-02-01,Jharkhand,FIORI CONCRETE MACHINES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Jharkhand,FORCE MOTORS LIMITED,Petrol/Diesel/CNG/Hybrid,1
2026-02-01,Jharkhand,FORCE MOTORS LIMITED,Petrol/Diesel/CNG/Hybrid,1
2026-03-01,Jharkhand,FORCE MOTORS LIMITED,Petrol/Diesel/CNG/Hybrid,1
2026-06-01,Jharkhand,FORCE MOTORS LIMITED,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Jharkhand,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,40
2026-02-01,Jharkhand,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,30
2026-03-01,Jharkhand,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,33
2026-04-01,Jharkhand,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,49
2026-05-01,Jharkhand,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,26
2026-06-01,Jharkhand,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,10
2026-01-01,Jharkhand,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,719
2026-02-01,Jharkhand,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,590
2026-03-01,Jharkhand,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,637
2026-04-01,Jharkhand,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,734
2026-05-01,Jharkhand,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,561
2026-06-01,Jharkhand,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,244
2026-01-01,Jharkhand,ISUZU MOTORS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-04-01,Jharkhand,ISUZU MOTORS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Jharkhand,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,6
2026-02-01,Jharkhand,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,8
2026-03-01,Jharkhand,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,7
2026-04-01,Jharkhand,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,7
2026-05-01,Jharkhand,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,3
2026-06-01,Jharkhand,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,5
2026-01-01,Jharkhand,JCB INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,1
2026-06-01,Jharkhand,JCB INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,2
2026-01-01,Jharkhand,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,9
2026-02-01,Jharkhand,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,8
2026-03-01,Jharkhand,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,7
2026-04-01,Jharkhand,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,12
2026-05-01,Jharkhand,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,14
2026-06-01,Jharkhand,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,3
2026-01-01,Jharkhand,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,378
2026-02-01,Jharkhand,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,383
2026-03-01,Jharkhand,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,394
2026-04-01,Jharkhand,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,370
2026-05-01,Jharkhand,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,370
2026-06-01,Jharkhand,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,165
2026-01-01,Jharkhand,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,1313
2026-02-01,Jharkhand,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,1126
2026-03-01,Jharkhand,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,1130
2026-04-01,Jharkhand,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,1295
2026-05-01,Jharkhand,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,1429
2026-06-01,Jharkhand,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,599
2026-01-01,Jharkhand,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,3522
2026-02-01,Jharkhand,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,2574
2026-03-01,Jharkhand,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,2652
2026-04-01,Jharkhand,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,3062
2026-05-01,Jharkhand,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,2589
2026-06-01,Jharkhand,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,1223
2026-02-01,Jharkhand,MERCEDES-BENZ AG,Petrol/Diesel/CNG/Hybrid,1
2026-03-01,Jharkhand,MERCEDES-BENZ AG,Petrol/Diesel/CNG/Hybrid,1
2026-04-01,Jharkhand,MERCEDES-BENZ AG,Petrol/Diesel/CNG/Hybrid,1
2026-06-01,Jharkhand,MERCEDES-BENZ AG,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Jharkhand,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,9
2026-02-01,Jharkhand,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,14
2026-03-01,Jharkhand,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,13
2026-04-01,Jharkhand,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,14
2026-05-01,Jharkhand,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,5
2026-06-01,Jharkhand,MERCEDES-BENZ INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,5
2026-01-01,Jharkhand,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,39
2026-02-01,Jharkhand,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,18
2026-03-01,Jharkhand,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,53
2026-04-01,Jharkhand,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,69
2026-05-01,Jharkhand,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,56
2026-06-01,Jharkhand,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,30
2026-01-01,Jharkhand,PORSCHE AG GERMANY,Petrol/Diesel/CNG/Hybrid,1
2026-02-01,Jharkhand,PORSCHE AG GERMANY,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Jharkhand,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,86
2026-02-01,Jharkhand,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,68
2026-03-01,Jharkhand,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,69
2026-04-01,Jharkhand,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,98
2026-05-01,Jharkhand,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,82
2026-06-01,Jharkhand,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,32
2026-01-01,Jharkhand,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,90
2026-02-01,Jharkhand,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,111
2026-03-01,Jharkhand,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,94
2026-04-01,Jharkhand,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,130
2026-05-01,Jharkhand,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,121
2026-06-01,Jharkhand,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,39
2026-01-01,Jharkhand,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,13
2026-02-01,Jharkhand,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,7
2026-03-01,Jharkhand,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,13
2026-04-01,Jharkhand,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,12
2026-05-01,Jharkhand,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,4
2026-06-01,Jharkhand,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,5
2026-01-01,Jharkhand,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,3
2026-02-01,Jharkhand,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,6
2026-03-01,Jharkhand,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,4
2026-04-01,Jharkhand,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,9
2026-05-01,Jharkhand,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2
2026-06-01,Jharkhand,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,3
2026-03-01,Jharkhand,TATA MOTORS LTD,Petrol/Diesel/CNG/Hybrid,1
2026-04-01,Jharkhand,TATA MOTORS LTD,Petrol/Diesel/CNG/Hybrid,2
2026-05-01,Jharkhand,TATA MOTORS LTD,Petrol/Diesel/CNG/Hybrid,1
2026-06-01,Jharkhand,TATA MOTORS LTD,Petrol/Diesel/CNG/Hybrid,2
2026-01-01,Jharkhand,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,938
2026-02-01,Jharkhand,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,1000
2026-03-01,Jharkhand,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,1054
2026-04-01,Jharkhand,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,1085
2026-05-01,Jharkhand,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,901
2026-06-01,Jharkhand,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,333
2026-02-01,Jharkhand,TATA PASSENGER ELECTRIC MOBILITY LTD,Petrol/Diesel/CNG/Hybrid,1
2026-04-01,Jharkhand,TATA PASSENGER ELECTRIC MOBILITY LTD,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Jharkhand,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,333
2026-02-01,Jharkhand,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,286
2026-03-01,Jharkhand,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,309
2026-04-01,Jharkhand,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,351
2026-05-01,Jharkhand,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,270
2026-06-01,Jharkhand,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,139
2026-03-01,Jharkhand,VOLVO AUTO INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2
2026-06-01,Jharkhand,VOLVO AUTO INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,3
2026-01-01,Karnataka,A. A. TRAILOR,Petrol/Diesel/CNG/Hybrid,1
2026-01-01,Karnataka,ACTION CONSTRUCTION EQUIPMENT LTD,Petrol/Diesel/CNG/Hybrid,1
2026-02-01,Karnataka,ACTION CONSTRUCTION EQUIPMENT LTD,Petrol/Diesel/CNG/Hybrid,8
