Month,State,Maker (legal entity),Powertrain,Registrations,Brand,Parent Group,Origin Country,Region,State Code,State or UT,Map Location,Month Name,Month Number,Quarter,Days Covered,Is Partial Month,Is EV
2026-02-01,Andhra Pradesh,MARUTI SUZUKI INDIA LTD,Electric (EV),8,Maruti Suzuki,Suzuki,Japan,South,IN-AP,State,"Andhra Pradesh, India",Feb,2,Q1,28,False,True
2026-03-01,Andhra Pradesh,MARUTI SUZUKI INDIA LTD,Electric (EV),23,Maruti Suzuki,Suzuki,Japan,South,IN-AP,State,"Andhra Pradesh, India",Mar,3,Q1,31,False,True
2026-04-01,Andhra Pradesh,MARUTI SUZUKI INDIA LTD,Electric (EV),42,Maruti Suzuki,Suzuki,Japan,South,IN-AP,State,"Andhra Pradesh, India",Apr,4,Q2,30,False,True
2026-05-01,Andhra Pradesh,MARUTI SUZUKI INDIA LTD,Electric (EV),61,Maruti Suzuki,Suzuki,Japan,South,IN-AP,State,"Andhra Pradesh, India",May,5,Q2,31,False,True
2026-06-01,Andhra Pradesh,MARUTI SUZUKI INDIA LTD,Electric (EV),45,Maruti Suzuki,Suzuki,Japan,South,IN-AP,State,"Andhra Pradesh, India",Jun,6,Q2,17,True,True
2026-01-01,Andhra Pradesh,MERCEDES-BENZ AG,Electric (EV),1,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-AP,State,"Andhra Pradesh, India",Jan,1,Q1,31,False,True
2026-05-01,Andhra Pradesh,MERCEDES-BENZ AG,Electric (EV),2,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-AP,State,"Andhra Pradesh, India",May,5,Q2,31,False,True
2026-06-01,Andhra Pradesh,MERCEDES-BENZ AG,Electric (EV),3,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-AP,State,"Andhra Pradesh, India",Jun,6,Q2,17,True,True
2026-01-01,Andhra Pradesh,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),3,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-AP,State,"Andhra Pradesh, India",Jan,1,Q1,31,False,True
2026-02-01,Andhra Pradesh,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),2,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-AP,State,"Andhra Pradesh, India",Feb,2,Q1,28,False,True
2026-03-01,Andhra Pradesh,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),1,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-AP,State,"Andhra Pradesh, India",Mar,3,Q1,31,False,True
2026-04-01,Andhra Pradesh,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),1,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-AP,State,"Andhra Pradesh, India",Apr,4,Q2,30,False,True
2026-05-01,Andhra Pradesh,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),2,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-AP,State,"Andhra Pradesh, India",May,5,Q2,31,False,True
2026-06-01,Andhra Pradesh,MERCEDES-BENZ INDIA PVT LTD,Electric (EV),2,Mercedes-Benz,Mercedes-Benz,Germany,South,IN-AP,State,"Andhra Pradesh, India",Jun,6,Q2,17,True,True
2026-01-01,Andhra Pradesh,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),209,Tata,Tata Motors,India,South,IN-AP,State,"Andhra Pradesh, India",Jan,1,Q1,31,False,True
2026-02-01,Andhra Pradesh,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),155,Tata,Tata Motors,India,South,IN-AP,State,"Andhra Pradesh, India",Feb,2,Q1,28,False,True
2026-03-01,Andhra Pradesh,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),219,Tata,Tata Motors,India,South,IN-AP,State,"Andhra Pradesh, India",Mar,3,Q1,31,False,True
2026-04-01,Andhra Pradesh,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),297,Tata,Tata Motors,India,South,IN-AP,State,"Andhra Pradesh, India",Apr,4,Q2,30,False,True
2026-05-01,Andhra Pradesh,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),346,Tata,Tata Motors,India,South,IN-AP,State,"Andhra Pradesh, India",May,5,Q2,31,False,True
2026-06-01,Andhra Pradesh,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),229,Tata,Tata Motors,India,South,IN-AP,State,"Andhra Pradesh, India",Jun,6,Q2,17,True,True
2026-01-01,Andhra Pradesh,VINFAST AUTO INDIA PVT LTD,Electric (EV),28,VinFast,Vingroup,Vietnam,South,IN-AP,State,"Andhra Pradesh, India",Jan,1,Q1,31,False,True
2026-02-01,Andhra Pradesh,VINFAST AUTO INDIA PVT LTD,Electric (EV),9,VinFast,Vingroup,Vietnam,South,IN-AP,State,"Andhra Pradesh, India",Feb,2,Q1,28,False,True
2026-03-01,Andhra Pradesh,VINFAST AUTO INDIA PVT LTD,Electric (EV),12,VinFast,Vingroup,Vietnam,South,IN-AP,State,"Andhra Pradesh, India",Mar,3,Q1,31,False,True
2026-04-01,Andhra Pradesh,VINFAST AUTO INDIA PVT LTD,Electric (EV),46,VinFast,Vingroup,Vietnam,South,IN-AP,State,"Andhra Pradesh, India",Apr,4,Q2,30,False,True
2026-05-01,Andhra Pradesh,VINFAST AUTO INDIA PVT LTD,Electric (EV),64,VinFast,Vingroup,Vietnam,South,IN-AP,State,"Andhra Pradesh, India",May,5,Q2,31,False,True
2026-06-01,Andhra Pradesh,VINFAST AUTO INDIA PVT LTD,Electric (EV),57,VinFast,Vingroup,Vietnam,South,IN-AP,State,"Andhra Pradesh, India",Jun,6,Q2,17,True,True
2026-05-01,Andhra Pradesh,VOLVO AUTO INDIA PVT LTD,Electric (EV),3,Volvo,Geely,Sweden,South,IN-AP,State,"Andhra Pradesh, India",May,5,Q2,31,False,True
2026-06-01,Andhra Pradesh,VOLVO AUTO INDIA PVT LTD,Electric (EV),1,Volvo,Geely,Sweden,South,IN-AP,State,"Andhra Pradesh, India",Jun,6,Q2,17,True,True
2026-01-01,Arunachal Pradesh,JSW MG MOTOR INDIA PVT LTD,Electric (EV),1,MG,JSW-SAIC,India / China,North-East,IN-AR,State,"Arunachal Pradesh, India",Jan,1,Q1,31,False,True
2026-02-01,Arunachal Pradesh,JSW MG MOTOR INDIA PVT LTD,Electric (EV),2,MG,JSW-SAIC,India / China,North-East,IN-AR,State,"Arunachal Pradesh, India",Feb,2,Q1,28,False,True
2026-03-01,Arunachal Pradesh,JSW MG MOTOR INDIA PVT LTD,Electric (EV),1,MG,JSW-SAIC,India / China,North-East,IN-AR,State,"Arunachal Pradesh, India",Mar,3,Q1,31,False,True
2026-06-01,Arunachal Pradesh,JSW MG MOTOR INDIA PVT LTD,Electric (EV),1,MG,JSW-SAIC,India / China,North-East,IN-AR,State,"Arunachal Pradesh, India",Jun,6,Q2,17,True,True
2026-01-01,Arunachal Pradesh,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),3,Mahindra,Mahindra,India,North-East,IN-AR,State,"Arunachal Pradesh, India",Jan,1,Q1,31,False,True
2026-03-01,Arunachal Pradesh,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),2,Mahindra,Mahindra,India,North-East,IN-AR,State,"Arunachal Pradesh, India",Mar,3,Q1,31,False,True
2026-04-01,Arunachal Pradesh,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),3,Mahindra,Mahindra,India,North-East,IN-AR,State,"Arunachal Pradesh, India",Apr,4,Q2,30,False,True
2026-05-01,Arunachal Pradesh,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),1,Mahindra,Mahindra,India,North-East,IN-AR,State,"Arunachal Pradesh, India",May,5,Q2,31,False,True
2026-06-01,Arunachal Pradesh,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),1,Mahindra,Mahindra,India,North-East,IN-AR,State,"Arunachal Pradesh, India",Jun,6,Q2,17,True,True
2026-01-01,Arunachal Pradesh,MARUTI SUZUKI INDIA LTD,Electric (EV),1,Maruti Suzuki,Suzuki,Japan,North-East,IN-AR,State,"Arunachal Pradesh, India",Jan,1,Q1,31,False,True
2026-05-01,Arunachal Pradesh,MARUTI SUZUKI INDIA LTD,Electric (EV),1,Maruti Suzuki,Suzuki,Japan,North-East,IN-AR,State,"Arunachal Pradesh, India",May,5,Q2,31,False,True
2026-06-01,Arunachal Pradesh,MARUTI SUZUKI INDIA LTD,Electric (EV),2,Maruti Suzuki,Suzuki,Japan,North-East,IN-AR,State,"Arunachal Pradesh, India",Jun,6,Q2,17,True,True
2026-01-01,Arunachal Pradesh,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),2,Tata,Tata Motors,India,North-East,IN-AR,State,"Arunachal Pradesh, India",Jan,1,Q1,31,False,True
2026-02-01,Arunachal Pradesh,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),2,Tata,Tata Motors,India,North-East,IN-AR,State,"Arunachal Pradesh, India",Feb,2,Q1,28,False,True
2026-03-01,Arunachal Pradesh,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),4,Tata,Tata Motors,India,North-East,IN-AR,State,"Arunachal Pradesh, India",Mar,3,Q1,31,False,True
2026-04-01,Arunachal Pradesh,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),5,Tata,Tata Motors,India,North-East,IN-AR,State,"Arunachal Pradesh, India",Apr,4,Q2,30,False,True
2026-06-01,Arunachal Pradesh,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),2,Tata,Tata Motors,India,North-East,IN-AR,State,"Arunachal Pradesh, India",Jun,6,Q2,17,True,True
2026-06-01,Assam,BMW INDIA PVT LTD,Electric (EV),1,BMW,BMW Group,Germany,North-East,IN-AS,State,"Assam, India",Jun,6,Q2,17,True,True
2026-02-01,Assam,HYUNDAI MOTOR INDIA LTD,Electric (EV),1,Hyundai,Hyundai,South Korea,North-East,IN-AS,State,"Assam, India",Feb,2,Q1,28,False,True
2026-03-01,Assam,HYUNDAI MOTOR INDIA LTD,Electric (EV),1,Hyundai,Hyundai,South Korea,North-East,IN-AS,State,"Assam, India",Mar,3,Q1,31,False,True
2026-05-01,Assam,HYUNDAI MOTOR INDIA LTD,Electric (EV),2,Hyundai,Hyundai,South Korea,North-East,IN-AS,State,"Assam, India",May,5,Q2,31,False,True
2026-01-01,Assam,JSW MG MOTOR INDIA PVT LTD,Electric (EV),10,MG,JSW-SAIC,India / China,North-East,IN-AS,State,"Assam, India",Jan,1,Q1,31,False,True
2026-02-01,Assam,JSW MG MOTOR INDIA PVT LTD,Electric (EV),11,MG,JSW-SAIC,India / China,North-East,IN-AS,State,"Assam, India",Feb,2,Q1,28,False,True
2026-03-01,Assam,JSW MG MOTOR INDIA PVT LTD,Electric (EV),19,MG,JSW-SAIC,India / China,North-East,IN-AS,State,"Assam, India",Mar,3,Q1,31,False,True
2026-04-01,Assam,JSW MG MOTOR INDIA PVT LTD,Electric (EV),7,MG,JSW-SAIC,India / China,North-East,IN-AS,State,"Assam, India",Apr,4,Q2,30,False,True
2026-05-01,Assam,JSW MG MOTOR INDIA PVT LTD,Electric (EV),25,MG,JSW-SAIC,India / China,North-East,IN-AS,State,"Assam, India",May,5,Q2,31,False,True
2026-06-01,Assam,JSW MG MOTOR INDIA PVT LTD,Electric (EV),11,MG,JSW-SAIC,India / China,North-East,IN-AS,State,"Assam, India",Jun,6,Q2,17,True,True
2026-03-01,Assam,KIA INDIA PRIVATE LIMITED,Electric (EV),1,Kia,Hyundai,South Korea,North-East,IN-AS,State,"Assam, India",Mar,3,Q1,31,False,True
2026-04-01,Assam,KIA INDIA PRIVATE LIMITED,Electric (EV),1,Kia,Hyundai,South Korea,North-East,IN-AS,State,"Assam, India",Apr,4,Q2,30,False,True
2026-01-01,Assam,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),3,Mahindra,Mahindra,India,North-East,IN-AS,State,"Assam, India",Jan,1,Q1,31,False,True
2026-02-01,Assam,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),3,Mahindra,Mahindra,India,North-East,IN-AS,State,"Assam, India",Feb,2,Q1,28,False,True
2026-03-01,Assam,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),3,Mahindra,Mahindra,India,North-East,IN-AS,State,"Assam, India",Mar,3,Q1,31,False,True
2026-04-01,Assam,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),1,Mahindra,Mahindra,India,North-East,IN-AS,State,"Assam, India",Apr,4,Q2,30,False,True
2026-05-01,Assam,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),13,Mahindra,Mahindra,India,North-East,IN-AS,State,"Assam, India",May,5,Q2,31,False,True
2026-06-01,Assam,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),10,Mahindra,Mahindra,India,North-East,IN-AS,State,"Assam, India",Jun,6,Q2,17,True,True
2026-01-01,Assam,MARUTI SUZUKI INDIA LTD,Electric (EV),5,Maruti Suzuki,Suzuki,Japan,North-East,IN-AS,State,"Assam, India",Jan,1,Q1,31,False,True
2026-02-01,Assam,MARUTI SUZUKI INDIA LTD,Electric (EV),7,Maruti Suzuki,Suzuki,Japan,North-East,IN-AS,State,"Assam, India",Feb,2,Q1,28,False,True
2026-03-01,Assam,MARUTI SUZUKI INDIA LTD,Electric (EV),2,Maruti Suzuki,Suzuki,Japan,North-East,IN-AS,State,"Assam, India",Mar,3,Q1,31,False,True
2026-04-01,Assam,MARUTI SUZUKI INDIA LTD,Electric (EV),12,Maruti Suzuki,Suzuki,Japan,North-East,IN-AS,State,"Assam, India",Apr,4,Q2,30,False,True
2026-05-01,Assam,MARUTI SUZUKI INDIA LTD,Electric (EV),5,Maruti Suzuki,Suzuki,Japan,North-East,IN-AS,State,"Assam, India",May,5,Q2,31,False,True
2026-06-01,Assam,MARUTI SUZUKI INDIA LTD,Electric (EV),5,Maruti Suzuki,Suzuki,Japan,North-East,IN-AS,State,"Assam, India",Jun,6,Q2,17,True,True
2026-01-01,Assam,MERCEDES-BENZ AG,Electric (EV),1,Mercedes-Benz,Mercedes-Benz,Germany,North-East,IN-AS,State,"Assam, India",Jan,1,Q1,31,False,True
2026-01-01,Assam,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),12,Tata,Tata Motors,India,North-East,IN-AS,State,"Assam, India",Jan,1,Q1,31,False,True
2026-02-01,Assam,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),18,Tata,Tata Motors,India,North-East,IN-AS,State,"Assam, India",Feb,2,Q1,28,False,True
2026-03-01,Assam,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),14,Tata,Tata Motors,India,North-East,IN-AS,State,"Assam, India",Mar,3,Q1,31,False,True
2026-04-01,Assam,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),24,Tata,Tata Motors,India,North-East,IN-AS,State,"Assam, India",Apr,4,Q2,30,False,True
2026-05-01,Assam,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),41,Tata,Tata Motors,India,North-East,IN-AS,State,"Assam, India",May,5,Q2,31,False,True
2026-06-01,Assam,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),10,Tata,Tata Motors,India,North-East,IN-AS,State,"Assam, India",Jun,6,Q2,17,True,True
2026-01-01,Assam,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),1,Tesla,Tesla,USA,North-East,IN-AS,State,"Assam, India",Jan,1,Q1,31,False,True
2026-02-01,Bihar,BMW INDIA PVT LTD,Electric (EV),4,BMW,BMW Group,Germany,East,IN-BR,State,"Bihar, India",Feb,2,Q1,28,False,True
2026-03-01,Bihar,BMW INDIA PVT LTD,Electric (EV),1,BMW,BMW Group,Germany,East,IN-BR,State,"Bihar, India",Mar,3,Q1,31,False,True
2026-04-01,Bihar,BMW INDIA PVT LTD,Electric (EV),3,BMW,BMW Group,Germany,East,IN-BR,State,"Bihar, India",Apr,4,Q2,30,False,True
2026-06-01,Bihar,BMW INDIA PVT LTD,Electric (EV),1,BMW,BMW Group,Germany,East,IN-BR,State,"Bihar, India",Jun,6,Q2,17,True,True
2026-03-01,Bihar,HYUNDAI MOTOR INDIA LTD,Electric (EV),2,Hyundai,Hyundai,South Korea,East,IN-BR,State,"Bihar, India",Mar,3,Q1,31,False,True
2026-04-01,Bihar,HYUNDAI MOTOR INDIA LTD,Electric (EV),1,Hyundai,Hyundai,South Korea,East,IN-BR,State,"Bihar, India",Apr,4,Q2,30,False,True
2026-05-01,Bihar,HYUNDAI MOTOR INDIA LTD,Electric (EV),2,Hyundai,Hyundai,South Korea,East,IN-BR,State,"Bihar, India",May,5,Q2,31,False,True
2026-06-01,Bihar,HYUNDAI MOTOR INDIA LTD,Electric (EV),1,Hyundai,Hyundai,South Korea,East,IN-BR,State,"Bihar, India",Jun,6,Q2,17,True,True
2026-01-01,Bihar,JSW MG MOTOR INDIA PVT LTD,Electric (EV),12,MG,JSW-SAIC,India / China,East,IN-BR,State,"Bihar, India",Jan,1,Q1,31,False,True
2026-02-01,Bihar,JSW MG MOTOR INDIA PVT LTD,Electric (EV),12,MG,JSW-SAIC,India / China,East,IN-BR,State,"Bihar, India",Feb,2,Q1,28,False,True
2026-03-01,Bihar,JSW MG MOTOR INDIA PVT LTD,Electric (EV),11,MG,JSW-SAIC,India / China,East,IN-BR,State,"Bihar, India",Mar,3,Q1,31,False,True
2026-04-01,Bihar,JSW MG MOTOR INDIA PVT LTD,Electric (EV),15,MG,JSW-SAIC,India / China,East,IN-BR,State,"Bihar, India",Apr,4,Q2,30,False,True
2026-05-01,Bihar,JSW MG MOTOR INDIA PVT LTD,Electric (EV),17,MG,JSW-SAIC,India / China,East,IN-BR,State,"Bihar, India",May,5,Q2,31,False,True
2026-06-01,Bihar,JSW MG MOTOR INDIA PVT LTD,Electric (EV),5,MG,JSW-SAIC,India / China,East,IN-BR,State,"Bihar, India",Jun,6,Q2,17,True,True
2026-01-01,Bihar,KIA INDIA PRIVATE LIMITED,Electric (EV),2,Kia,Hyundai,South Korea,East,IN-BR,State,"Bihar, India",Jan,1,Q1,31,False,True
2026-02-01,Bihar,KIA INDIA PRIVATE LIMITED,Electric (EV),2,Kia,Hyundai,South Korea,East,IN-BR,State,"Bihar, India",Feb,2,Q1,28,False,True
2026-04-01,Bihar,KIA INDIA PRIVATE LIMITED,Electric (EV),3,Kia,Hyundai,South Korea,East,IN-BR,State,"Bihar, India",Apr,4,Q2,30,False,True
2026-05-01,Bihar,KIA INDIA PRIVATE LIMITED,Electric (EV),3,Kia,Hyundai,South Korea,East,IN-BR,State,"Bihar, India",May,5,Q2,31,False,True
2026-06-01,Bihar,KIA INDIA PRIVATE LIMITED,Electric (EV),1,Kia,Hyundai,South Korea,East,IN-BR,State,"Bihar, India",Jun,6,Q2,17,True,True
2026-04-01,Bihar,MAHINDRA & MAHINDRA LIMITED,Electric (EV),1,Mahindra,Mahindra,India,East,IN-BR,State,"Bihar, India",Apr,4,Q2,30,False,True
2026-05-01,Bihar,MAHINDRA & MAHINDRA LIMITED,Electric (EV),1,Mahindra,Mahindra,India,East,IN-BR,State,"Bihar, India",May,5,Q2,31,False,True
2026-01-01,Bihar,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),12,Mahindra,Mahindra,India,East,IN-BR,State,"Bihar, India",Jan,1,Q1,31,False,True
2026-02-01,Bihar,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),14,Mahindra,Mahindra,India,East,IN-BR,State,"Bihar, India",Feb,2,Q1,28,False,True
2026-03-01,Bihar,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),10,Mahindra,Mahindra,India,East,IN-BR,State,"Bihar, India",Mar,3,Q1,31,False,True
2026-04-01,Bihar,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),31,Mahindra,Mahindra,India,East,IN-BR,State,"Bihar, India",Apr,4,Q2,30,False,True
2026-05-01,Bihar,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),31,Mahindra,Mahindra,India,East,IN-BR,State,"Bihar, India",May,5,Q2,31,False,True
2026-06-01,Bihar,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),19,Mahindra,Mahindra,India,East,IN-BR,State,"Bihar, India",Jun,6,Q2,17,True,True
2026-01-01,Bihar,MARUTI SUZUKI INDIA LTD,Electric (EV),9,Maruti Suzuki,Suzuki,Japan,East,IN-BR,State,"Bihar, India",Jan,1,Q1,31,False,True
2026-02-01,Bihar,MARUTI SUZUKI INDIA LTD,Electric (EV),4,Maruti Suzuki,Suzuki,Japan,East,IN-BR,State,"Bihar, India",Feb,2,Q1,28,False,True
2026-03-01,Bihar,MARUTI SUZUKI INDIA LTD,Electric (EV),6,Maruti Suzuki,Suzuki,Japan,East,IN-BR,State,"Bihar, India",Mar,3,Q1,31,False,True
2026-04-01,Bihar,MARUTI SUZUKI INDIA LTD,Electric (EV),8,Maruti Suzuki,Suzuki,Japan,East,IN-BR,State,"Bihar, India",Apr,4,Q2,30,False,True
2026-05-01,Bihar,MARUTI SUZUKI INDIA LTD,Electric (EV),13,Maruti Suzuki,Suzuki,Japan,East,IN-BR,State,"Bihar, India",May,5,Q2,31,False,True
2026-06-01,Bihar,MARUTI SUZUKI INDIA LTD,Electric (EV),4,Maruti Suzuki,Suzuki,Japan,East,IN-BR,State,"Bihar, India",Jun,6,Q2,17,True,True
2026-01-01,Bihar,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),100,Tata,Tata Motors,India,East,IN-BR,State,"Bihar, India",Jan,1,Q1,31,False,True
2026-02-01,Bihar,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),68,Tata,Tata Motors,India,East,IN-BR,State,"Bihar, India",Feb,2,Q1,28,False,True
2026-03-01,Bihar,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),81,Tata,Tata Motors,India,East,IN-BR,State,"Bihar, India",Mar,3,Q1,31,False,True
2026-04-01,Bihar,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),114,Tata,Tata Motors,India,East,IN-BR,State,"Bihar, India",Apr,4,Q2,30,False,True
2026-05-01,Bihar,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),134,Tata,Tata Motors,India,East,IN-BR,State,"Bihar, India",May,5,Q2,31,False,True
2026-06-01,Bihar,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),63,Tata,Tata Motors,India,East,IN-BR,State,"Bihar, India",Jun,6,Q2,17,True,True
2026-05-01,Bihar,VINFAST AUTO INDIA PVT LTD,Electric (EV),9,VinFast,Vingroup,Vietnam,East,IN-BR,State,"Bihar, India",May,5,Q2,31,False,True
2026-06-01,Bihar,VINFAST AUTO INDIA PVT LTD,Electric (EV),1,VinFast,Vingroup,Vietnam,East,IN-BR,State,"Bihar, India",Jun,6,Q2,17,True,True
2026-01-01,Chandigarh,BMW INDIA PVT LTD,Electric (EV),3,BMW,BMW Group,Germany,North,IN-CH,Union Territory,"Chandigarh, India",Jan,1,Q1,31,False,True
2026-03-01,Chandigarh,BMW INDIA PVT LTD,Electric (EV),10,BMW,BMW Group,Germany,North,IN-CH,Union Territory,"Chandigarh, India",Mar,3,Q1,31,False,True
2026-04-01,Chandigarh,BMW INDIA PVT LTD,Electric (EV),3,BMW,BMW Group,Germany,North,IN-CH,Union Territory,"Chandigarh, India",Apr,4,Q2,30,False,True
2026-05-01,Chandigarh,BMW INDIA PVT LTD,Electric (EV),6,BMW,BMW Group,Germany,North,IN-CH,Union Territory,"Chandigarh, India",May,5,Q2,31,False,True
2026-06-01,Chandigarh,BMW INDIA PVT LTD,Electric (EV),2,BMW,BMW Group,Germany,North,IN-CH,Union Territory,"Chandigarh, India",Jun,6,Q2,17,True,True
2026-01-01,Chandigarh,BYD INDIA PRIVATE LIMITED,Electric (EV),6,BYD,BYD,China,North,IN-CH,Union Territory,"Chandigarh, India",Jan,1,Q1,31,False,True
2026-02-01,Chandigarh,BYD INDIA PRIVATE LIMITED,Electric (EV),4,BYD,BYD,China,North,IN-CH,Union Territory,"Chandigarh, India",Feb,2,Q1,28,False,True
2026-03-01,Chandigarh,BYD INDIA PRIVATE LIMITED,Electric (EV),7,BYD,BYD,China,North,IN-CH,Union Territory,"Chandigarh, India",Mar,3,Q1,31,False,True
2026-04-01,Chandigarh,BYD INDIA PRIVATE LIMITED,Electric (EV),7,BYD,BYD,China,North,IN-CH,Union Territory,"Chandigarh, India",Apr,4,Q2,30,False,True
2026-05-01,Chandigarh,BYD INDIA PRIVATE LIMITED,Electric (EV),5,BYD,BYD,China,North,IN-CH,Union Territory,"Chandigarh, India",May,5,Q2,31,False,True
2026-06-01,Chandigarh,BYD INDIA PRIVATE LIMITED,Electric (EV),15,BYD,BYD,China,North,IN-CH,Union Territory,"Chandigarh, India",Jun,6,Q2,17,True,True
2026-01-01,Chandigarh,HYUNDAI MOTOR INDIA LTD,Electric (EV),5,Hyundai,Hyundai,South Korea,North,IN-CH,Union Territory,"Chandigarh, India",Jan,1,Q1,31,False,True
2026-02-01,Chandigarh,HYUNDAI MOTOR INDIA LTD,Electric (EV),4,Hyundai,Hyundai,South Korea,North,IN-CH,Union Territory,"Chandigarh, India",Feb,2,Q1,28,False,True
2026-03-01,Chandigarh,HYUNDAI MOTOR INDIA LTD,Electric (EV),4,Hyundai,Hyundai,South Korea,North,IN-CH,Union Territory,"Chandigarh, India",Mar,3,Q1,31,False,True
2026-05-01,Chandigarh,HYUNDAI MOTOR INDIA LTD,Electric (EV),6,Hyundai,Hyundai,South Korea,North,IN-CH,Union Territory,"Chandigarh, India",May,5,Q2,31,False,True
2026-06-01,Chandigarh,HYUNDAI MOTOR INDIA LTD,Electric (EV),3,Hyundai,Hyundai,South Korea,North,IN-CH,Union Territory,"Chandigarh, India",Jun,6,Q2,17,True,True
2026-01-01,Chandigarh,JSW MG MOTOR INDIA PVT LTD,Electric (EV),67,MG,JSW-SAIC,India / China,North,IN-CH,Union Territory,"Chandigarh, India",Jan,1,Q1,31,False,True
2026-02-01,Chandigarh,JSW MG MOTOR INDIA PVT LTD,Electric (EV),35,MG,JSW-SAIC,India / China,North,IN-CH,Union Territory,"Chandigarh, India",Feb,2,Q1,28,False,True
2026-03-01,Chandigarh,JSW MG MOTOR INDIA PVT LTD,Electric (EV),82,MG,JSW-SAIC,India / China,North,IN-CH,Union Territory,"Chandigarh, India",Mar,3,Q1,31,False,True
2026-04-01,Chandigarh,JSW MG MOTOR INDIA PVT LTD,Electric (EV),53,MG,JSW-SAIC,India / China,North,IN-CH,Union Territory,"Chandigarh, India",Apr,4,Q2,30,False,True
2026-05-01,Chandigarh,JSW MG MOTOR INDIA PVT LTD,Electric (EV),53,MG,JSW-SAIC,India / China,North,IN-CH,Union Territory,"Chandigarh, India",May,5,Q2,31,False,True
2026-06-01,Chandigarh,JSW MG MOTOR INDIA PVT LTD,Electric (EV),48,MG,JSW-SAIC,India / China,North,IN-CH,Union Territory,"Chandigarh, India",Jun,6,Q2,17,True,True
2026-01-01,Chandigarh,KIA INDIA PRIVATE LIMITED,Electric (EV),1,Kia,Hyundai,South Korea,North,IN-CH,Union Territory,"Chandigarh, India",Jan,1,Q1,31,False,True
2026-02-01,Chandigarh,KIA INDIA PRIVATE LIMITED,Electric (EV),3,Kia,Hyundai,South Korea,North,IN-CH,Union Territory,"Chandigarh, India",Feb,2,Q1,28,False,True
2026-03-01,Chandigarh,KIA INDIA PRIVATE LIMITED,Electric (EV),5,Kia,Hyundai,South Korea,North,IN-CH,Union Territory,"Chandigarh, India",Mar,3,Q1,31,False,True
