Month,State,Maker (legal entity),Powertrain,Registrations,Brand,Parent Group,Origin Country,Region,State Code,State or UT,Map Location,Month Name,Month Number,Quarter,Days Covered,Is Partial Month,Is EV
2026-04-01,Uttarakhand,KIA INDIA PRIVATE LIMITED,Electric (EV),4,Kia,Hyundai,South Korea,North,IN-UK,State,"Uttarakhand, India",Apr,4,Q2,30,False,True
2026-05-01,Uttarakhand,KIA INDIA PRIVATE LIMITED,Electric (EV),1,Kia,Hyundai,South Korea,North,IN-UK,State,"Uttarakhand, India",May,5,Q2,31,False,True
2026-01-01,Uttarakhand,MAHINDRA & MAHINDRA LIMITED,Electric (EV),2,Mahindra,Mahindra,India,North,IN-UK,State,"Uttarakhand, India",Jan,1,Q1,31,False,True
2026-02-01,Uttarakhand,MAHINDRA & MAHINDRA LIMITED,Electric (EV),2,Mahindra,Mahindra,India,North,IN-UK,State,"Uttarakhand, India",Feb,2,Q1,28,False,True
2026-03-01,Uttarakhand,MAHINDRA & MAHINDRA LIMITED,Electric (EV),1,Mahindra,Mahindra,India,North,IN-UK,State,"Uttarakhand, India",Mar,3,Q1,31,False,True
2026-05-01,Uttarakhand,MAHINDRA & MAHINDRA LIMITED,Electric (EV),1,Mahindra,Mahindra,India,North,IN-UK,State,"Uttarakhand, India",May,5,Q2,31,False,True
2026-06-01,Uttarakhand,MAHINDRA & MAHINDRA LIMITED,Electric (EV),1,Mahindra,Mahindra,India,North,IN-UK,State,"Uttarakhand, India",Jun,6,Q2,17,True,True
2026-01-01,Uttarakhand,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),39,Mahindra,Mahindra,India,North,IN-UK,State,"Uttarakhand, India",Jan,1,Q1,31,False,True
2026-02-01,Uttarakhand,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),29,Mahindra,Mahindra,India,North,IN-UK,State,"Uttarakhand, India",Feb,2,Q1,28,False,True
2026-03-01,Uttarakhand,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),38,Mahindra,Mahindra,India,North,IN-UK,State,"Uttarakhand, India",Mar,3,Q1,31,False,True
2026-04-01,Uttarakhand,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),73,Mahindra,Mahindra,India,North,IN-UK,State,"Uttarakhand, India",Apr,4,Q2,30,False,True
2026-05-01,Uttarakhand,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),57,Mahindra,Mahindra,India,North,IN-UK,State,"Uttarakhand, India",May,5,Q2,31,False,True
2026-06-01,Uttarakhand,MAHINDRA ELECTRIC AUTOMOBILE LTD,Electric (EV),27,Mahindra,Mahindra,India,North,IN-UK,State,"Uttarakhand, India",Jun,6,Q2,17,True,True
2026-01-01,Uttarakhand,MARUTI SUZUKI INDIA LTD,Electric (EV),1,Maruti Suzuki,Suzuki,Japan,North,IN-UK,State,"Uttarakhand, India",Jan,1,Q1,31,False,True
2026-02-01,Uttarakhand,MARUTI SUZUKI INDIA LTD,Electric (EV),4,Maruti Suzuki,Suzuki,Japan,North,IN-UK,State,"Uttarakhand, India",Feb,2,Q1,28,False,True
2026-03-01,Uttarakhand,MARUTI SUZUKI INDIA LTD,Electric (EV),5,Maruti Suzuki,Suzuki,Japan,North,IN-UK,State,"Uttarakhand, India",Mar,3,Q1,31,False,True
2026-04-01,Uttarakhand,MARUTI SUZUKI INDIA LTD,Electric (EV),12,Maruti Suzuki,Suzuki,Japan,North,IN-UK,State,"Uttarakhand, India",Apr,4,Q2,30,False,True
2026-05-01,Uttarakhand,MARUTI SUZUKI INDIA LTD,Electric (EV),16,Maruti Suzuki,Suzuki,Japan,North,IN-UK,State,"Uttarakhand, India",May,5,Q2,31,False,True
2026-06-01,Uttarakhand,MARUTI SUZUKI INDIA LTD,Electric (EV),8,Maruti Suzuki,Suzuki,Japan,North,IN-UK,State,"Uttarakhand, India",Jun,6,Q2,17,True,True
2026-01-01,Uttarakhand,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),56,Tata,Tata Motors,India,North,IN-UK,State,"Uttarakhand, India",Jan,1,Q1,31,False,True
2026-02-01,Uttarakhand,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),41,Tata,Tata Motors,India,North,IN-UK,State,"Uttarakhand, India",Feb,2,Q1,28,False,True
2026-03-01,Uttarakhand,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),36,Tata,Tata Motors,India,North,IN-UK,State,"Uttarakhand, India",Mar,3,Q1,31,False,True
2026-04-01,Uttarakhand,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),74,Tata,Tata Motors,India,North,IN-UK,State,"Uttarakhand, India",Apr,4,Q2,30,False,True
2026-05-01,Uttarakhand,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),86,Tata,Tata Motors,India,North,IN-UK,State,"Uttarakhand, India",May,5,Q2,31,False,True
2026-06-01,Uttarakhand,TATA PASSENGER ELECTRIC MOBILITY LTD,Electric (EV),49,Tata,Tata Motors,India,North,IN-UK,State,"Uttarakhand, India",Jun,6,Q2,17,True,True
2026-03-01,Uttarakhand,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),1,Tesla,Tesla,USA,North,IN-UK,State,"Uttarakhand, India",Mar,3,Q1,31,False,True
2026-05-01,Uttarakhand,TESLA INDIA MOTORS AND ENERGY PVT LTD,Electric (EV),1,Tesla,Tesla,USA,North,IN-UK,State,"Uttarakhand, India",May,5,Q2,31,False,True
2026-01-01,Uttarakhand,VINFAST AUTO INDIA PVT LTD,Electric (EV),1,VinFast,Vingroup,Vietnam,North,IN-UK,State,"Uttarakhand, India",Jan,1,Q1,31,False,True
2026-02-01,Uttarakhand,VINFAST AUTO INDIA PVT LTD,Electric (EV),3,VinFast,Vingroup,Vietnam,North,IN-UK,State,"Uttarakhand, India",Feb,2,Q1,28,False,True
2026-03-01,Uttarakhand,VINFAST AUTO INDIA PVT LTD,Electric (EV),1,VinFast,Vingroup,Vietnam,North,IN-UK,State,"Uttarakhand, India",Mar,3,Q1,31,False,True
2026-04-01,Uttarakhand,VINFAST AUTO INDIA PVT LTD,Electric (EV),2,VinFast,Vingroup,Vietnam,North,IN-UK,State,"Uttarakhand, India",Apr,4,Q2,30,False,True
2026-06-01,Uttarakhand,VINFAST AUTO INDIA PVT LTD,Electric (EV),2,VinFast,Vingroup,Vietnam,North,IN-UK,State,"Uttarakhand, India",Jun,6,Q2,17,True,True
2026-01-01,Andaman and Nicobar Islands,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,1,Honda,Honda,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Jan,1,Q1,31,False,False
2026-02-01,Andaman and Nicobar Islands,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,1,Honda,Honda,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Feb,2,Q1,28,False,False
2026-03-01,Andaman and Nicobar Islands,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,2,Honda,Honda,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Mar,3,Q1,31,False,False
2026-04-01,Andaman and Nicobar Islands,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,3,Honda,Honda,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Apr,4,Q2,30,False,False
2026-05-01,Andaman and Nicobar Islands,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,1,Honda,Honda,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",May,5,Q2,31,False,False
2026-06-01,Andaman and Nicobar Islands,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,1,Honda,Honda,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Jun,6,Q2,17,True,False
2026-01-01,Andaman and Nicobar Islands,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,54,Hyundai,Hyundai,South Korea,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Jan,1,Q1,31,False,False
2026-02-01,Andaman and Nicobar Islands,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,37,Hyundai,Hyundai,South Korea,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Feb,2,Q1,28,False,False
2026-03-01,Andaman and Nicobar Islands,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,46,Hyundai,Hyundai,South Korea,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Mar,3,Q1,31,False,False
2026-04-01,Andaman and Nicobar Islands,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,33,Hyundai,Hyundai,South Korea,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Apr,4,Q2,30,False,False
2026-05-01,Andaman and Nicobar Islands,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,30,Hyundai,Hyundai,South Korea,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",May,5,Q2,31,False,False
2026-06-01,Andaman and Nicobar Islands,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,15,Hyundai,Hyundai,South Korea,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Jun,6,Q2,17,True,False
2026-01-01,Andaman and Nicobar Islands,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,7,MG,JSW-SAIC,India / China,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Jan,1,Q1,31,False,False
2026-02-01,Andaman and Nicobar Islands,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1,MG,JSW-SAIC,India / China,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Feb,2,Q1,28,False,False
2026-03-01,Andaman and Nicobar Islands,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,6,MG,JSW-SAIC,India / China,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Mar,3,Q1,31,False,False
2026-04-01,Andaman and Nicobar Islands,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1,MG,JSW-SAIC,India / China,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Apr,4,Q2,30,False,False
2026-01-01,Andaman and Nicobar Islands,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,18,Kia,Hyundai,South Korea,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Jan,1,Q1,31,False,False
2026-02-01,Andaman and Nicobar Islands,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,14,Kia,Hyundai,South Korea,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Feb,2,Q1,28,False,False
2026-03-01,Andaman and Nicobar Islands,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,17,Kia,Hyundai,South Korea,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Mar,3,Q1,31,False,False
2026-04-01,Andaman and Nicobar Islands,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,16,Kia,Hyundai,South Korea,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Apr,4,Q2,30,False,False
2026-05-01,Andaman and Nicobar Islands,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,16,Kia,Hyundai,South Korea,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",May,5,Q2,31,False,False
2026-06-01,Andaman and Nicobar Islands,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,11,Kia,Hyundai,South Korea,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Jun,6,Q2,17,True,False
2026-01-01,Andaman and Nicobar Islands,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,14,Mahindra,Mahindra,India,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Jan,1,Q1,31,False,False
2026-02-01,Andaman and Nicobar Islands,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,24,Mahindra,Mahindra,India,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Feb,2,Q1,28,False,False
2026-03-01,Andaman and Nicobar Islands,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,34,Mahindra,Mahindra,India,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Mar,3,Q1,31,False,False
2026-04-01,Andaman and Nicobar Islands,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,28,Mahindra,Mahindra,India,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Apr,4,Q2,30,False,False
2026-05-01,Andaman and Nicobar Islands,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,19,Mahindra,Mahindra,India,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",May,5,Q2,31,False,False
2026-06-01,Andaman and Nicobar Islands,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,10,Mahindra,Mahindra,India,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Jun,6,Q2,17,True,False
2026-01-01,Andaman and Nicobar Islands,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,75,Maruti Suzuki,Suzuki,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Jan,1,Q1,31,False,False
2026-02-01,Andaman and Nicobar Islands,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,65,Maruti Suzuki,Suzuki,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Feb,2,Q1,28,False,False
2026-03-01,Andaman and Nicobar Islands,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,84,Maruti Suzuki,Suzuki,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Mar,3,Q1,31,False,False
2026-04-01,Andaman and Nicobar Islands,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,74,Maruti Suzuki,Suzuki,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Apr,4,Q2,30,False,False
2026-05-01,Andaman and Nicobar Islands,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,68,Maruti Suzuki,Suzuki,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",May,5,Q2,31,False,False
2026-06-01,Andaman and Nicobar Islands,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,38,Maruti Suzuki,Suzuki,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Jun,6,Q2,17,True,False
2026-01-01,Andaman and Nicobar Islands,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1,Nissan,Nissan,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Jan,1,Q1,31,False,False
2026-02-01,Andaman and Nicobar Islands,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1,Nissan,Nissan,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Feb,2,Q1,28,False,False
2026-03-01,Andaman and Nicobar Islands,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1,Nissan,Nissan,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Mar,3,Q1,31,False,False
2026-04-01,Andaman and Nicobar Islands,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2,Nissan,Nissan,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Apr,4,Q2,30,False,False
2026-05-01,Andaman and Nicobar Islands,NISSAN MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1,Nissan,Nissan,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",May,5,Q2,31,False,False
2026-01-01,Andaman and Nicobar Islands,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1,Renault,Renault,France,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Jan,1,Q1,31,False,False
2026-04-01,Andaman and Nicobar Islands,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,2,Renault,Renault,France,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Apr,4,Q2,30,False,False
2026-01-01,Andaman and Nicobar Islands,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1,Skoda-VW,Volkswagen Group,Germany,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Jan,1,Q1,31,False,False
2026-04-01,Andaman and Nicobar Islands,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1,Skoda-VW,Volkswagen Group,Germany,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Apr,4,Q2,30,False,False
2026-06-01,Andaman and Nicobar Islands,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1,Skoda-VW,Volkswagen Group,Germany,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Jun,6,Q2,17,True,False
2026-01-01,Andaman and Nicobar Islands,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,32,Tata,Tata Motors,India,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Jan,1,Q1,31,False,False
2026-02-01,Andaman and Nicobar Islands,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,21,Tata,Tata Motors,India,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Feb,2,Q1,28,False,False
2026-03-01,Andaman and Nicobar Islands,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,37,Tata,Tata Motors,India,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Mar,3,Q1,31,False,False
2026-04-01,Andaman and Nicobar Islands,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,24,Tata,Tata Motors,India,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Apr,4,Q2,30,False,False
2026-05-01,Andaman and Nicobar Islands,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,19,Tata,Tata Motors,India,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",May,5,Q2,31,False,False
2026-06-01,Andaman and Nicobar Islands,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,15,Tata,Tata Motors,India,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Jun,6,Q2,17,True,False
2026-01-01,Andaman and Nicobar Islands,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,20,Toyota,Toyota,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Jan,1,Q1,31,False,False
2026-02-01,Andaman and Nicobar Islands,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,13,Toyota,Toyota,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Feb,2,Q1,28,False,False
2026-03-01,Andaman and Nicobar Islands,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,26,Toyota,Toyota,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Mar,3,Q1,31,False,False
2026-04-01,Andaman and Nicobar Islands,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,14,Toyota,Toyota,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Apr,4,Q2,30,False,False
2026-05-01,Andaman and Nicobar Islands,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,16,Toyota,Toyota,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",May,5,Q2,31,False,False
2026-06-01,Andaman and Nicobar Islands,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,6,Toyota,Toyota,Japan,South,IN-AN,Union Territory,"Andaman and Nicobar Islands, India",Jun,6,Q2,17,True,False
2026-01-01,Andhra Pradesh,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,38,BMW,BMW Group,Germany,South,IN-AP,State,"Andhra Pradesh, India",Jan,1,Q1,31,False,False
2026-02-01,Andhra Pradesh,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,18,BMW,BMW Group,Germany,South,IN-AP,State,"Andhra Pradesh, India",Feb,2,Q1,28,False,False
2026-03-01,Andhra Pradesh,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,17,BMW,BMW Group,Germany,South,IN-AP,State,"Andhra Pradesh, India",Mar,3,Q1,31,False,False
2026-04-01,Andhra Pradesh,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,15,BMW,BMW Group,Germany,South,IN-AP,State,"Andhra Pradesh, India",Apr,4,Q2,30,False,False
2026-05-01,Andhra Pradesh,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,22,BMW,BMW Group,Germany,South,IN-AP,State,"Andhra Pradesh, India",May,5,Q2,31,False,False
2026-06-01,Andhra Pradesh,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,13,BMW,BMW Group,Germany,South,IN-AP,State,"Andhra Pradesh, India",Jun,6,Q2,17,True,False
2026-02-01,Andhra Pradesh,BYD INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,1,BYD,BYD,China,South,IN-AP,State,"Andhra Pradesh, India",Feb,2,Q1,28,False,False
2026-03-01,Andhra Pradesh,BYD INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,2,BYD,BYD,China,South,IN-AP,State,"Andhra Pradesh, India",Mar,3,Q1,31,False,False
2026-04-01,Andhra Pradesh,BYD INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,1,BYD,BYD,China,South,IN-AP,State,"Andhra Pradesh, India",Apr,4,Q2,30,False,False
2026-01-01,Andhra Pradesh,FORCE MOTORS LIMITED,Petrol/Diesel/CNG/Hybrid,3,Force,Force Motors,India,South,IN-AP,State,"Andhra Pradesh, India",Jan,1,Q1,31,False,False
2026-02-01,Andhra Pradesh,FORCE MOTORS LIMITED,Petrol/Diesel/CNG/Hybrid,2,Force,Force Motors,India,South,IN-AP,State,"Andhra Pradesh, India",Feb,2,Q1,28,False,False
2026-03-01,Andhra Pradesh,FORCE MOTORS LIMITED,Petrol/Diesel/CNG/Hybrid,3,Force,Force Motors,India,South,IN-AP,State,"Andhra Pradesh, India",Mar,3,Q1,31,False,False
2026-05-01,Andhra Pradesh,FORCE MOTORS LIMITED,Petrol/Diesel/CNG/Hybrid,1,Force,Force Motors,India,South,IN-AP,State,"Andhra Pradesh, India",May,5,Q2,31,False,False
2026-06-01,Andhra Pradesh,FORCE MOTORS LIMITED,Petrol/Diesel/CNG/Hybrid,1,Force,Force Motors,India,South,IN-AP,State,"Andhra Pradesh, India",Jun,6,Q2,17,True,False
2026-01-01,Andhra Pradesh,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,154,Honda,Honda,Japan,South,IN-AP,State,"Andhra Pradesh, India",Jan,1,Q1,31,False,False
2026-02-01,Andhra Pradesh,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,110,Honda,Honda,Japan,South,IN-AP,State,"Andhra Pradesh, India",Feb,2,Q1,28,False,False
2026-03-01,Andhra Pradesh,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,140,Honda,Honda,Japan,South,IN-AP,State,"Andhra Pradesh, India",Mar,3,Q1,31,False,False
2026-04-01,Andhra Pradesh,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,145,Honda,Honda,Japan,South,IN-AP,State,"Andhra Pradesh, India",Apr,4,Q2,30,False,False
2026-05-01,Andhra Pradesh,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,107,Honda,Honda,Japan,South,IN-AP,State,"Andhra Pradesh, India",May,5,Q2,31,False,False
2026-06-01,Andhra Pradesh,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,92,Honda,Honda,Japan,South,IN-AP,State,"Andhra Pradesh, India",Jun,6,Q2,17,True,False
2026-01-01,Andhra Pradesh,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,1213,Hyundai,Hyundai,South Korea,South,IN-AP,State,"Andhra Pradesh, India",Jan,1,Q1,31,False,False
2026-02-01,Andhra Pradesh,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,971,Hyundai,Hyundai,South Korea,South,IN-AP,State,"Andhra Pradesh, India",Feb,2,Q1,28,False,False
2026-03-01,Andhra Pradesh,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,941,Hyundai,Hyundai,South Korea,South,IN-AP,State,"Andhra Pradesh, India",Mar,3,Q1,31,False,False
2026-04-01,Andhra Pradesh,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,1004,Hyundai,Hyundai,South Korea,South,IN-AP,State,"Andhra Pradesh, India",Apr,4,Q2,30,False,False
2026-05-01,Andhra Pradesh,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,1002,Hyundai,Hyundai,South Korea,South,IN-AP,State,"Andhra Pradesh, India",May,5,Q2,31,False,False
2026-06-01,Andhra Pradesh,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,570,Hyundai,Hyundai,South Korea,South,IN-AP,State,"Andhra Pradesh, India",Jun,6,Q2,17,True,False
2026-01-01,Andhra Pradesh,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,7,Jaguar Land Rover,Tata Motors,UK,South,IN-AP,State,"Andhra Pradesh, India",Jan,1,Q1,31,False,False
2026-02-01,Andhra Pradesh,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,6,Jaguar Land Rover,Tata Motors,UK,South,IN-AP,State,"Andhra Pradesh, India",Feb,2,Q1,28,False,False
2026-03-01,Andhra Pradesh,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,5,Jaguar Land Rover,Tata Motors,UK,South,IN-AP,State,"Andhra Pradesh, India",Mar,3,Q1,31,False,False
2026-04-01,Andhra Pradesh,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,15,Jaguar Land Rover,Tata Motors,UK,South,IN-AP,State,"Andhra Pradesh, India",Apr,4,Q2,30,False,False
2026-05-01,Andhra Pradesh,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,7,Jaguar Land Rover,Tata Motors,UK,South,IN-AP,State,"Andhra Pradesh, India",May,5,Q2,31,False,False
2026-06-01,Andhra Pradesh,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,6,Jaguar Land Rover,Tata Motors,UK,South,IN-AP,State,"Andhra Pradesh, India",Jun,6,Q2,17,True,False
2026-01-01,Andhra Pradesh,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,44,MG,JSW-SAIC,India / China,South,IN-AP,State,"Andhra Pradesh, India",Jan,1,Q1,31,False,False
